CLIENTNUM,churn_flag,Months_Inactive_12_mon,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio,Total_Relationship_Count,Contacts_Count_12_mon,Credit_Limit,Months_on_book,churn_probability,risk_decile,cluster_label
715630983,1,2,6317,77,0.0,4,3,4598.0,21,0.96491176,9,Contacted but fragile
712768983,1,4,8629,65,0.007,6,2,34516.0,42,0.99897254,10,Dormant high-risk
716881683,1,3,5567,51,0.733,2,3,3435.0,34,0.99571425,10,Dormant high-risk
711108408,0,1,14244,96,0.076,2,1,17540.0,36,0.00047225578,1,Mono-product exposed
717565233,0,3,13303,92,0.042,2,2,31346.0,38,0.003838669,5,Mono-product exposed
789539058,0,1,17064,116,0.206,1,3,4342.0,20,0.0023807655,4,Mono-product exposed
768643158,0,1,13598,119,0.64,2,3,3842.0,38,0.0020183108,3,Mono-product exposed
721530633,0,1,15209,104,0.351,1,1,3785.0,36,0.0018445987,3,Mono-product exposed
721188033,0,3,16171,112,0.329,2,1,6797.0,39,0.007846454,6,Mono-product exposed
810261633,0,2,14991,95,0.178,2,3,9682.0,39,0.0050480072,5,Mono-product exposed
717529233,1,3,4840,44,0.0,4,2,3319.0,30,0.9973929,10,Dormant high-risk
719365233,0,3,15077,126,0.233,1,2,7664.0,23,0.0045668418,5,Mono-product exposed
720943308,0,1,16202,120,0.065,1,2,30498.0,36,0.0010365201,2,Mono-product exposed
714425283,0,3,14703,119,0.0,2,2,19962.0,40,0.02772858,7,Mono-product exposed
711794358,1,4,3119,53,0.0,2,3,21398.0,50,0.974703,9,Dormant high-risk
719683158,1,4,7154,66,0.0,2,2,4746.0,48,0.9869392,10,Dormant high-risk
709406733,0,2,13280,106,0.074,2,1,20434.0,36,0.0008498106,2,Mono-product exposed
708572658,0,1,15039,120,0.071,1,2,29531.0,38,0.0011508118,2,Mono-product exposed
714001008,0,1,13997,102,0.0,1,2,3730.0,36,0.0014445198,3,Mono-product exposed
712833633,0,1,13866,98,0.061,2,3,10688.0,36,0.0019582235,3,Mono-product exposed
716260833,1,3,8331,63,0.539,6,5,4668.0,36,0.9383168,9,Dormant high-risk
708863733,0,1,13847,120,0.036,1,3,22725.0,19,0.0070905513,6,Mono-product exposed
717076458,0,3,14955,102,0.144,1,1,8155.0,36,0.004192665,5,Mono-product exposed
712412958,0,1,14615,124,0.045,1,2,18266.0,33,0.0021034582,3,Mono-product exposed
720535008,0,2,13764,104,0.104,1,3,10492.0,36,0.0040810304,5,Mono-product exposed
711578658,0,3,13945,97,0.395,1,3,6380.0,49,0.04889197,8,Mono-product exposed
709373883,0,1,15091,124,0.132,1,2,19055.0,36,0.006292296,6,Mono-product exposed
780730008,0,2,13627,120,0.216,2,2,3477.0,36,0.0012033427,2,Mono-product exposed
824816358,0,3,14252,127,0.0,2,2,3277.0,32,0.0108923,6,Mono-product exposed
716106108,0,3,13376,129,0.0,2,2,34516.0,41,0.007583849,6,Mono-product exposed
709807383,0,1,15391,94,0.319,1,1,3616.0,22,0.00055188447,1,Mono-product exposed
716430933,0,1,13740,131,0.0,2,2,3973.0,36,0.0051783123,5,Mono-product exposed
789866133,0,3,12867,118,0.546,2,2,4318.0,35,0.009110214,6,Mono-product exposed
718634058,0,2,14844,100,0.1,2,1,7660.0,31,0.0031118146,4,Mono-product exposed
715129983,0,3,15079,116,0.0,1,2,3515.0,36,0.02140203,7,Mono-product exposed
717177783,0,2,15549,121,0.0,1,3,13313.0,19,0.010705563,6,Mono-product exposed
719694408,1,3,7996,80,0.0,4,6,4541.0,36,0.995432,10,Dormant high-risk
806992533,0,1,13092,102,0.096,2,1,8284.0,44,0.0010430159,2,Mono-product exposed
718045008,1,2,6639,71,0.0,1,2,3768.0,21,0.8780285,9,Mono-product exposed
711010683,0,2,12941,131,0.136,1,3,14382.0,27,0.0024301982,4,Mono-product exposed
714759708,0,2,13681,105,0.128,2,3,10798.0,36,0.0017424867,3,Mono-product exposed
718801158,0,2,14455,96,0.059,2,2,23981.0,36,0.003428558,4,Mono-product exposed
712256358,0,3,13672,110,0.07,1,1,22729.0,23,0.0071155783,6,Mono-product exposed
779803008,0,2,13854,124,0.0,2,1,27670.0,30,0.0043317815,5,Mono-product exposed
710968008,0,1,14308,124,0.189,2,2,3423.0,26,0.0010274379,2,Mono-product exposed
771584658,0,2,13753,98,0.043,1,3,33874.0,34,0.002767568,4,Mono-product exposed
718102758,0,1,14071,101,0.351,2,3,3175.0,36,0.0020094784,3,Mono-product exposed
811076883,1,4,5056,63,0.0,1,3,7979.0,40,0.91111237,9,Dormant high-risk
770970558,0,2,15180,103,0.166,1,3,13679.0,28,0.005587553,5,Mono-product exposed
758863383,0,3,13090,104,0.064,1,2,14767.0,36,0.010635328,6,Mono-product exposed
716863458,1,3,8570,68,0.016,2,3,34516.0,36,0.9985846,10,Dormant high-risk
766821033,1,3,7976,74,0.25,6,3,4650.0,46,0.75791264,9,Dormant high-risk
814590483,0,3,12777,95,0.241,1,3,3592.0,40,0.0025502234,4,Mono-product exposed
773283108,0,1,15738,116,0.053,1,3,32535.0,24,0.0010387028,2,Mono-product exposed
721006458,0,1,14557,114,0.458,2,3,3214.0,35,0.0011841272,2,Mono-product exposed
714615258,1,3,9330,64,0.443,6,2,4819.0,36,0.9529412,9,Dormant high-risk
788687133,0,3,13678,125,0.0,2,1,16433.0,31,0.0050590453,5,Mono-product exposed
820108008,0,3,14743,121,0.112,2,3,12174.0,44,0.017240169,7,Mono-product exposed
717781608,0,2,14082,99,0.164,2,1,9230.0,40,0.0018629611,3,Mono-product exposed
720136458,0,2,14119,97,0.113,2,3,6867.0,36,0.0020305822,3,Mono-product exposed
716247708,0,2,14149,103,0.054,2,2,34516.0,33,0.0012609534,2,Mono-product exposed
714968208,0,3,13758,104,0.0,2,1,18046.0,36,0.0041342294,5,Mono-product exposed
719913783,0,2,13617,105,0.207,2,3,7680.0,27,0.001628128,3,Mono-product exposed
720621408,0,3,14326,100,0.0,2,2,7825.0,36,0.008130167,6,Mono-product exposed
721169883,0,3,16161,109,0.389,1,2,5002.0,31,0.018873975,7,Mono-product exposed
719324658,0,1,14716,112,0.033,1,3,34516.0,19,0.001701507,3,Mono-product exposed
714577233,0,3,15999,109,0.0,2,1,4755.0,41,0.0060510314,6,Mono-product exposed
712367658,0,3,13830,112,0.081,1,0,22104.0,40,0.000976723,2,Mono-product exposed
803655333,0,3,12025,103,0.079,1,3,29038.0,47,0.0060714963,6,Mono-product exposed
710455608,1,3,6644,61,0.0,2,2,4620.0,36,0.9858913,10,Dormant high-risk
711328458,0,1,13988,127,0.039,1,3,34516.0,50,0.001606593,3,Mono-product exposed
708123033,0,1,14511,105,0.0,2,1,11463.0,30,0.0033740923,4,Mono-product exposed
713514633,1,4,8291,69,0.0,2,2,6224.0,50,0.98028105,10,Dormant high-risk
710745633,0,3,14074,112,0.039,2,3,19252.0,36,0.0026506002,4,Mono-product exposed
710374008,0,1,12906,100,0.046,1,2,34516.0,47,0.0008607629,2,Mono-product exposed
772166058,0,2,13142,112,0.484,1,3,3232.0,20,0.004266243,5,Mono-product exposed
715017858,0,1,14465,114,0.041,2,3,34516.0,36,0.0008520485,2,Mono-product exposed
717571683,1,3,4536,61,0.0,2,3,23981.0,34,0.9478559,9,Dormant high-risk
743420208,0,2,13816,121,0.39,2,2,4822.0,40,0.004575962,5,Mono-product exposed
716201883,0,2,14696,114,0.04,2,3,34516.0,39,0.020255769,7,Mono-product exposed
714593883,0,2,13138,115,0.112,1,1,12100.0,45,0.0015768898,3,Mono-product exposed
711003483,0,3,15121,97,0.056,2,3,20466.0,24,0.0025195864,4,Mono-product exposed
819628158,0,3,14544,116,0.102,2,1,17887.0,37,0.009445418,6,Mono-product exposed
712021233,1,1,9356,74,0.0,5,3,23399.0,15,0.9992009,10,Contacted but fragile
708573933,0,2,14747,100,0.061,2,3,13026.0,36,0.0022890042,4,Mono-product exposed
710758683,0,3,12980,82,0.127,2,3,15698.0,48,0.059274226,8,Mono-product exposed
718288833,0,3,14643,127,0.157,1,3,5590.0,36,0.005276694,5,Mono-product exposed
708873183,0,3,15473,128,0.035,1,2,17575.0,39,0.0078223515,6,Mono-product exposed
766224933,0,1,14428,119,0.06,1,1,29528.0,39,0.00044783083,1,Mono-product exposed
771626283,0,3,15033,114,0.058,1,1,34516.0,42,0.0073411656,6,Mono-product exposed
720372483,0,1,14624,111,0.545,1,3,4147.0,36,0.001316072,2,Mono-product exposed
712916958,1,3,7026,69,0.0,5,2,12494.0,36,0.9724166,9,Dormant high-risk
716124408,1,2,7486,64,0.049,2,3,34516.0,22,0.9399224,9,Contacted but fragile
714128283,0,3,12493,113,0.129,2,2,13411.0,40,0.006352443,6,Mono-product exposed
708163758,0,4,13085,139,0.018,2,3,34516.0,33,0.0033339143,4,Mono-product exposed
716979183,0,1,15527,106,0.079,1,2,17646.0,34,0.0021433656,3,Mono-product exposed
716480358,0,2,13814,81,0.117,2,1,11121.0,36,0.10904203,8,Mono-product exposed
800758233,1,2,8642,77,0.0,6,2,4109.0,24,0.99563605,10,Lower-risk active
720413658,0,1,15102,95,0.147,2,3,6176.0,31,0.0013774695,3,Mono-product exposed
715832058,0,2,14414,98,0.26,2,3,4512.0,36,0.0024082966,4,Mono-product exposed
716323683,0,3,13177,106,0.049,2,3,32791.0,36,0.0023782074,4,Mono-product exposed
819616383,0,3,14748,118,0.42,2,3,4772.0,35,0.0023196451,4,Mono-product exposed
771069033,0,2,14084,91,0.102,2,3,10602.0,43,0.0023066895,4,Mono-product exposed
821241708,1,4,8670,74,0.0,1,1,7953.0,42,0.99844533,10,Dormant high-risk
716987358,1,1,5660,59,0.0,2,3,8022.0,15,0.9941326,10,Contacted but fragile
710300733,0,4,13781,106,0.0,2,1,34516.0,27,0.009723933,6,Mono-product exposed
712497783,0,2,14779,94,0.15,1,3,9092.0,48,0.0045014345,5,Mono-product exposed
709259958,1,3,9195,73,0.454,1,2,5541.0,44,0.98680186,10,Dormant high-risk
716296833,0,1,14042,113,0.0,2,2,7204.0,47,0.0035605917,5,Mono-product exposed
715728108,0,1,14330,131,0.319,1,2,4548.0,36,0.0009015739,2,Mono-product exposed
771507258,0,2,14474,118,0.304,1,1,3860.0,26,0.0012811755,2,Mono-product exposed
713758758,0,2,17628,109,0.173,2,2,14581.0,36,0.004246964,5,Mono-product exposed
779809908,0,2,12739,96,0.0,2,2,3084.0,34,0.015345386,7,Mono-product exposed
816310158,0,3,14500,106,0.183,1,2,12375.0,44,0.021950327,7,Mono-product exposed
780349833,0,1,15236,120,0.0,1,3,23981.0,23,0.0048654084,5,Mono-product exposed
818235408,0,3,15634,118,0.0,2,1,19534.0,25,0.0030959095,4,Mono-product exposed
709213458,1,3,7867,75,0.0,1,2,22993.0,36,0.9921699,10,Dormant high-risk
719634408,0,2,13534,104,0.017,2,2,34516.0,31,0.0058700168,6,Mono-product exposed
709934808,0,2,13062,103,0.071,2,1,15164.0,51,0.0046516713,5,Mono-product exposed
712238958,0,2,15571,115,0.145,1,3,7231.0,36,0.0059732245,6,Mono-product exposed
711813258,0,1,13633,116,0.059,2,2,34516.0,43,0.00062467746,1,Mono-product exposed
789983133,0,3,14185,98,0.052,2,2,34516.0,22,0.0018407537,3,Mono-product exposed
792139308,0,2,13345,114,0.069,1,3,9215.0,42,0.002341462,4,Mono-product exposed
718123608,0,1,16485,104,0.075,2,2,25438.0,36,0.00077998464,1,Mono-product exposed
715369008,0,2,15331,106,0.0,1,2,3759.0,36,0.005026308,5,Mono-product exposed
717556758,0,2,14934,113,0.748,1,3,3029.0,36,0.0026348387,4,Mono-product exposed
718252533,1,1,7292,68,0.237,5,1,4203.0,18,0.84675586,9,Lower-risk active
716340783,0,1,14441,105,0.061,1,2,21526.0,36,0.0008040622,1,Mono-product exposed
717898758,1,3,5838,74,0.0,6,3,12207.0,45,0.951737,9,Dormant high-risk
825743583,0,3,13796,121,0.061,1,3,32089.0,35,0.0036202506,5,Mono-product exposed
717711108,0,2,14511,123,0.294,1,2,3541.0,27,0.0012246281,2,Mono-product exposed
789791808,0,2,14802,112,0.212,2,2,7139.0,32,0.0033363185,4,Mono-product exposed
807971658,0,2,13931,112,0.686,1,3,3669.0,42,0.015414541,7,Mono-product exposed
770220558,1,6,8004,82,0.0,1,1,5859.0,51,0.9335569,9,Dormant high-risk
818239983,0,1,13016,118,0.102,2,2,15594.0,48,0.0006724425,1,Mono-product exposed
712544358,0,4,15552,108,0.053,1,2,34516.0,36,0.0055418806,5,Mono-product exposed
720306408,0,3,12576,103,0.0,2,2,6704.0,41,0.012758407,6,Mono-product exposed
721488858,0,3,14381,121,0.027,1,2,32417.0,38,0.00904054,6,Mono-product exposed
710771433,0,3,13991,125,0.781,1,1,2754.0,36,0.0013736266,3,Mono-product exposed
708662583,1,3,8345,70,0.0,1,4,27945.0,29,0.99402434,10,Dormant high-risk
717663033,0,2,16428,123,0.031,1,2,34516.0,35,0.0062883734,6,Mono-product exposed
721524858,0,2,13139,102,0.258,1,3,7098.0,37,0.002960514,4,Mono-product exposed
788778033,0,2,15869,109,0.104,1,3,12338.0,20,0.0015259876,3,Mono-product exposed
708649683,0,3,15472,122,0.068,1,2,16703.0,42,0.0017347999,3,Mono-product exposed
708770883,0,2,15301,115,0.088,2,2,16667.0,24,0.0016430159,3,Mono-product exposed
708152358,1,3,8019,57,0.09,1,2,18512.0,36,0.9736495,9,Dormant high-risk
719210133,0,3,12779,103,0.094,2,1,14131.0,35,0.0014278229,3,Mono-product exposed
714690633,0,3,14212,116,0.45,1,1,3276.0,36,0.0010692811,2,Mono-product exposed
719719158,0,3,15584,114,0.042,1,1,34516.0,36,0.0062979753,6,Mono-product exposed
712690458,0,1,15982,113,0.521,1,2,3629.0,28,0.0015195365,3,Mono-product exposed
718758783,0,3,15172,118,0.149,2,3,13067.0,36,0.028755765,7,Mono-product exposed
716947083,0,2,14593,110,0.487,2,1,3845.0,36,0.002489037,4,Mono-product exposed
709075533,1,3,8607,90,0.0,4,3,12094.0,32,0.9866193,10,Dormant high-risk
712952283,0,1,14474,121,0.047,1,2,34516.0,35,0.000988183,2,Mono-product exposed
718799958,0,3,14336,106,0.148,2,3,13312.0,52,0.005315227,5,Mono-product exposed
718663983,0,2,13140,94,0.726,2,2,3466.0,36,0.0028562504,4,Mono-product exposed
789550458,0,2,14230,111,0.114,1,1,15223.0,52,0.0023099664,4,Mono-product exposed
708226833,0,6,13247,107,0.024,1,3,34516.0,44,0.0034022375,4,Mono-product exposed
714361083,1,2,5843,60,0.0,4,3,5989.0,36,0.99677783,10,Contacted but fragile
714608583,1,3,8392,69,0.0,2,2,5287.0,36,0.99238575,10,Dormant high-risk
710775483,0,1,14305,102,0.0,2,3,9060.0,43,0.0021049317,3,Mono-product exposed
709410033,0,1,14952,118,0.176,1,1,4731.0,36,0.0027487369,4,Mono-product exposed
717173358,0,2,14418,100,0.198,1,3,9502.0,47,0.002396895,4,Mono-product exposed
719773158,0,3,14270,97,0.08,1,0,29738.0,36,0.0019647707,3,Mono-product exposed
771292233,0,1,15867,103,0.208,1,2,3918.0,36,0.008540107,6,Mono-product exposed
756371058,0,2,15315,124,0.255,1,3,3944.0,40,0.0030456292,4,Mono-product exposed
709476033,0,1,14229,120,0.274,2,2,6577.0,48,0.0009652072,2,Mono-product exposed
770560683,0,3,13021,117,0.07,2,1,34516.0,37,0.015528515,7,Mono-product exposed
788766933,0,3,14279,97,0.021,1,1,34516.0,26,0.0074358056,6,Mono-product exposed
713550483,0,5,13767,96,0.223,1,1,8670.0,33,0.0043124002,5,Mono-product exposed
709928358,1,2,8528,87,0.0,1,2,32554.0,20,0.96852934,9,Mono-product exposed
713895633,0,1,14324,103,0.0,2,3,8331.0,36,0.002269228,4,Mono-product exposed
720471108,0,2,12595,106,0.052,2,2,32056.0,26,0.0014718777,3,Mono-product exposed
718192608,0,1,13819,106,0.074,1,2,15524.0,36,0.00053295854,1,Mono-product exposed
805485933,0,1,14354,101,0.628,2,3,4010.0,40,0.0028765642,4,Mono-product exposed
712517808,0,4,14830,112,0.466,2,3,3275.0,36,0.0011264484,2,Mono-product exposed
780604083,0,2,16422,110,0.066,1,2,18349.0,37,0.0011444183,2,Mono-product exposed
715311183,0,3,13557,100,0.49,2,1,3388.0,24,0.0024242615,4,Mono-product exposed
712265508,1,1,8363,65,0.0,1,3,4015.0,14,0.9990569,10,Contacted but fragile
715051608,1,3,9183,51,0.259,2,2,9719.0,36,0.9965699,10,Dormant high-risk
757786608,0,3,16216,107,0.59,2,2,4178.0,24,0.004516402,5,Mono-product exposed
714303483,0,2,15039,130,0.395,1,1,3735.0,31,0.0011409438,2,Mono-product exposed
718728108,0,3,14887,119,0.053,1,1,29856.0,30,0.0015732186,3,Mono-product exposed
710019933,0,3,13720,119,0.104,2,3,11522.0,22,0.003924089,5,Mono-product exposed
812453283,0,2,13692,117,0.566,2,3,3161.0,37,0.0029498192,4,Mono-product exposed
717439983,1,3,8293,63,0.17,1,3,14774.0,28,0.9923644,10,Dormant high-risk
714391683,1,3,8248,66,0.073,4,2,34516.0,36,0.9798861,10,Dormant high-risk
827901183,0,2,14593,109,0.191,2,1,5118.0,47,0.0013618291,2,Mono-product exposed
708841233,1,3,8193,72,0.171,2,3,14682.0,33,0.99178,10,Dormant high-risk
710663508,0,2,14763,99,0.734,1,2,3108.0,33,0.0029207282,4,Mono-product exposed
716439258,0,1,13648,103,0.438,1,1,3223.0,36,0.0028392747,4,Mono-product exposed
719610708,0,1,14727,105,0.088,5,3,28612.0,34,0.0038692974,5,Lower-risk active
715026258,0,1,13503,112,0.125,1,1,6224.0,37,0.00079568714,1,Mono-product exposed
711706458,0,2,13311,110,0.053,1,1,24134.0,27,0.0011839952,2,Mono-product exposed
712180308,0,3,14755,123,0.068,1,3,27929.0,36,0.0021078957,3,Mono-product exposed
802622733,0,3,14802,95,0.0,1,3,3657.0,34,0.007885457,6,Mono-product exposed
778832883,0,3,13769,104,0.116,1,1,8257.0,28,0.0031269274,4,Mono-product exposed
788671608,0,2,14393,107,0.08,1,1,23051.0,30,0.0012780981,2,Mono-product exposed
718023708,0,1,14625,115,0.15,2,3,14839.0,42,0.00086905056,2,Mono-product exposed
718692258,0,3,14402,110,0.424,1,1,3755.0,34,0.0036925073,5,Mono-product exposed
718357458,0,3,15282,125,0.0,2,0,3862.0,36,0.0030475222,4,Mono-product exposed
714003483,0,3,15293,129,0.0,1,1,7539.0,36,0.030429777,7,Mono-product exposed
713632983,1,3,7886,70,0.048,2,2,10588.0,35,0.99158174,10,Dormant high-risk
711008508,0,1,13751,113,0.0,2,2,11808.0,50,0.0041675423,5,Mono-product exposed
815230458,0,1,14181,126,0.082,1,3,15504.0,26,0.0006525873,1,Mono-product exposed
719612583,1,4,8127,74,0.0,4,1,12091.0,42,0.996231,10,Dormant high-risk
709514433,0,1,13209,101,0.044,2,1,13818.0,33,0.0007019054,1,Mono-product exposed
815826708,0,3,14437,109,0.249,2,3,4442.0,48,0.006403099,6,Mono-product exposed
815520333,0,1,13513,115,0.217,2,2,5282.0,50,0.00089266314,2,Mono-product exposed
718661958,0,1,13083,93,0.047,1,3,34516.0,28,0.0009183567,2,Mono-product exposed
788980983,0,4,12192,112,0.046,1,2,34516.0,42,0.00302491,4,Mono-product exposed
721171008,0,3,15028,124,0.147,2,1,10353.0,36,0.0015163551,3,Mono-product exposed
714682233,0,4,14948,125,0.0,1,1,9959.0,43,0.009825466,6,Mono-product exposed
720736608,0,2,14109,92,0.347,2,1,6280.0,36,0.0021643713,4,Mono-product exposed
718333983,1,2,9040,63,0.162,2,3,13694.0,36,0.962029,9,Contacted but fragile
772207683,0,3,14459,97,0.17,1,2,8940.0,23,0.00097343436,2,Mono-product exposed
714794133,0,3,14103,112,0.291,2,1,6546.0,45,0.0014091972,3,Mono-product exposed
756639708,0,1,15958,113,0.03,1,2,32587.0,39,0.0022927804,4,Mono-product exposed
713686008,0,1,13041,98,0.0,1,1,11474.0,25,0.0012744998,2,Mono-product exposed
713475633,0,3,14204,96,0.064,1,3,34516.0,31,0.0070754774,6,Mono-product exposed
717518733,1,3,7106,61,0.081,4,3,9463.0,46,0.97413594,9,Dormant high-risk
712532058,0,1,15508,95,0.112,1,2,12552.0,36,0.00065214554,1,Mono-product exposed
789666333,0,3,15581,115,0.049,2,2,21679.0,24,0.0017454446,3,Mono-product exposed
711422358,0,2,14955,118,0.221,1,2,10531.0,36,0.0014434198,3,Mono-product exposed
708510858,0,3,15478,109,0.492,1,2,4905.0,47,0.010262216,6,Mono-product exposed
767023308,0,2,12847,106,0.0,2,2,34516.0,29,0.004932616,5,Mono-product exposed
789289383,0,2,14626,97,0.061,2,3,34516.0,31,0.0043935585,5,Mono-product exposed
708805908,1,1,9299,68,0.072,1,3,10017.0,18,0.9922867,10,Contacted but fragile
710155158,1,1,10201,59,0.016,1,2,31832.0,18,0.9978708,10,Mono-product exposed
713330133,0,3,13299,95,0.23,2,2,5843.0,19,0.0021500804,3,Mono-product exposed
714403983,0,2,13545,112,0.047,2,1,34427.0,36,0.0011535464,2,Mono-product exposed
720353808,1,2,9177,50,0.0,1,3,34516.0,21,0.99140644,10,Contacted but fragile
710362233,0,2,13853,98,0.05,1,3,34516.0,40,0.002131083,3,Mono-product exposed
771484908,0,3,14969,96,0.057,1,3,34516.0,19,0.0015315419,3,Mono-product exposed
717047583,1,3,8912,63,0.527,2,2,4779.0,35,0.99288154,10,Dormant high-risk
715694433,0,3,13958,116,0.277,2,3,4248.0,22,0.002269026,4,Mono-product exposed
793456983,0,2,13746,104,0.126,1,3,7872.0,37,0.0024737983,4,Mono-product exposed
715742658,0,3,12489,97,0.234,1,2,6077.0,13,0.002611039,4,Mono-product exposed
715518783,0,3,13980,128,0.523,2,1,3882.0,36,0.0012169576,2,Mono-product exposed
779514558,0,1,13730,96,0.228,1,1,7207.0,24,0.0021111679,3,Mono-product exposed
720017958,0,1,14224,117,0.274,1,2,6121.0,36,0.0014512878,3,Mono-product exposed
712895733,1,3,8659,81,0.017,6,2,34516.0,36,0.99730253,10,Dormant high-risk
719039283,0,2,14080,85,0.556,2,3,3535.0,36,0.04988702,8,Mono-product exposed
719629308,1,2,8472,80,0.052,2,3,34516.0,37,0.10622988,8,Mono-product exposed
754443033,1,3,9045,72,0.013,6,3,34516.0,43,0.9956468,10,Dormant high-risk
716159958,0,1,14238,93,0.214,2,2,6224.0,36,0.00058997277,1,Mono-product exposed
712195383,0,2,14932,110,0.173,2,3,9178.0,36,0.0029233037,4,Mono-product exposed
822885033,0,1,14731,120,0.345,2,3,4328.0,24,0.00083168625,2,Mono-product exposed
716543433,0,2,15195,99,0.105,1,2,9959.0,36,0.021406038,7,Mono-product exposed
717403158,0,2,14218,102,0.215,1,2,9634.0,47,0.0044253077,5,Mono-product exposed
826065258,0,2,16033,116,0.082,2,2,19033.0,31,0.0057188557,5,Mono-product exposed
709397508,0,3,15738,111,0.198,2,1,8624.0,39,0.0060634534,6,Mono-product exposed
720748608,1,2,7672,66,0.0,1,2,3575.0,32,0.98991966,10,Mono-product exposed
709823733,1,3,7507,78,0.0,2,3,5508.0,34,0.97571737,10,Dormant high-risk
713542908,0,2,15645,117,0.312,1,3,5871.0,19,0.0020125476,3,Mono-product exposed
720512433,1,4,7625,78,0.15,6,3,15219.0,36,0.6602157,9,Dormant high-risk
713671158,0,3,15754,121,0.067,2,1,34516.0,32,0.004219363,5,Mono-product exposed
802449933,0,3,14912,114,0.215,1,1,8147.0,23,0.001589623,3,Mono-product exposed
716723658,0,3,13625,110,0.431,1,1,3525.0,28,0.007135999,6,Mono-product exposed
710451708,0,1,14926,115,0.1,1,2,9711.0,24,0.00085723633,2,Mono-product exposed
809540733,0,1,14327,92,0.125,1,1,11358.0,47,0.00069396646,1,Mono-product exposed
716372358,0,2,14133,124,0.0,1,1,6765.0,47,0.0052860305,5,Mono-product exposed
710162133,1,3,9134,77,0.265,1,6,4725.0,36,0.99430746,10,Dormant high-risk
710878308,1,2,7297,71,0.247,1,3,3699.0,37,0.8330155,9,Contacted but fragile
710262408,0,2,13971,116,0.048,1,1,34516.0,36,0.0016445253,3,Mono-product exposed
713975433,0,3,14783,110,0.198,2,0,8851.0,25,0.0018551924,3,Mono-product exposed
771244383,0,2,14289,113,0.0,1,1,8506.0,39,0.0031278075,4,Mono-product exposed
710405808,0,3,14618,100,0.357,1,2,3442.0,36,0.0013291568,2,Mono-product exposed
715542783,0,3,13234,92,0.0,1,2,3731.0,24,0.011789998,6,Mono-product exposed
815840283,0,6,16059,124,0.244,1,3,7744.0,46,0.0027536207,4,Mono-product exposed
788908308,0,3,14227,116,0.0,2,2,5972.0,32,0.005879346,6,Mono-product exposed
789394833,0,2,13270,104,0.091,1,2,21714.0,37,0.003939368,5,Mono-product exposed
712609533,0,2,13432,118,0.454,2,1,3371.0,15,0.0016913328,3,Mono-product exposed
710237283,0,1,14211,111,0.101,2,1,9546.0,38,0.0006547341,1,Mono-product exposed
770766633,0,3,14054,105,0.0,2,3,3848.0,14,0.0041332906,5,Mono-product exposed
823837158,0,3,15367,123,0.134,1,1,9199.0,40,0.001500117,3,Mono-product exposed
712123008,0,3,14532,116,0.138,2,1,13381.0,31,0.0058775265,6,Mono-product exposed
711727083,0,1,14341,101,0.573,2,3,2833.0,36,0.0013506275,2,Mono-product exposed
720033033,0,2,13545,96,0.092,2,3,15101.0,41,0.001342418,2,Mono-product exposed
787723758,0,1,14235,101,0.407,2,2,3603.0,48,0.00070793985,1,Mono-product exposed
770926158,0,2,13820,129,0.609,2,2,4132.0,38,0.005039634,5,Mono-product exposed
711360783,0,2,15451,127,0.428,1,2,4366.0,36,0.0018895711,3,Mono-product exposed
708285108,0,1,13505,116,0.365,1,2,6128.0,36,0.000589192,1,Mono-product exposed
713390433,1,3,6782,67,0.073,2,2,34516.0,29,0.90129215,9,Dormant high-risk
718096608,0,2,13836,113,0.28,1,3,6882.0,30,0.0045187264,5,Mono-product exposed
719094333,0,2,13159,105,0.116,1,1,13490.0,33,0.0011028344,2,Mono-product exposed
813764283,0,1,15657,114,0.101,2,2,17978.0,34,0.0011786681,2,Mono-product exposed
713398158,0,2,15005,89,0.438,2,2,3821.0,30,0.035937317,7,Mono-product exposed
711227883,0,3,15824,121,0.453,2,3,3624.0,21,0.0025427118,4,Mono-product exposed
810040908,0,3,16220,120,0.218,1,1,3787.0,37,0.0016842578,3,Mono-product exposed
772640808,0,2,14730,118,0.295,2,2,4623.0,28,0.0015814971,3,Mono-product exposed
784907658,0,1,14463,119,0.511,2,2,4343.0,30,0.006017273,6,Mono-product exposed
794692158,0,2,15367,105,0.0,1,1,17328.0,25,0.0033898992,4,Mono-product exposed
718383183,0,1,14397,117,0.641,2,1,3803.0,39,0.0011886192,2,Mono-product exposed
721156758,0,2,13360,124,0.025,1,1,23889.0,44,0.007640818,6,Mono-product exposed
811793433,0,1,15071,103,0.069,2,2,34516.0,45,0.0017328572,3,Mono-product exposed
712010358,1,3,7567,76,0.0,2,2,3999.0,36,0.96861917,9,Dormant high-risk
719420058,0,2,16605,110,0.185,1,1,11782.0,26,0.0029872905,4,Mono-product exposed
809459733,0,1,13339,90,0.0,2,2,3220.0,38,0.017112227,7,Mono-product exposed
798783858,0,1,13082,92,0.258,2,1,9742.0,42,0.0026763424,4,Mono-product exposed
711432258,1,4,7914,54,0.0,2,2,4178.0,46,0.9965713,10,Dormant high-risk
721294533,0,1,15143,121,0.021,1,1,34516.0,34,0.0011535523,2,Mono-product exposed
718425333,0,1,14450,111,0.062,1,3,26819.0,32,0.0007744063,1,Mono-product exposed
714294183,1,3,5385,51,0.014,1,3,9580.0,44,0.9987457,10,Dormant high-risk
